Port,Commodity,Customs Value (Gen) ($US),Vessel Customs Value (Gen) ($US),Vessel SWT (Gen) (kg),Air Customs Value (Gen) ($US),Air SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US),Containerized Vessel SWT (Gen) (kg)
"Hildago, TX (Port)","1301 Lac; Natural Gums, Resins, Gum-resins And Balsams",17788,,,,,,
"Hildago, TX (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,13724827,,,,,,
"Hildago, TX (Port)","1401 Vegetable Plaiting Materials (bamboos, Reeds Etc.)",70640,,,,,,
"Hildago, TX (Port)",1404 Vegetable Products Nesoi,11819659,,,,,,
"Hildago, TX (Port)","1511 Palm Oil & Its Fractions, Not Chemically Modified",1788476,,,,,,
"Hildago, TX (Port)","1512 Sunfl-seed, Safflow Or Cottonsd Oil Etc, No Ch Mod",2718,,,,,,
"Hildago, TX (Port)","1513 Coconut, Palm Kernel Or Babassu Oil Etc, No Ch Mod",201408,,,,,,
"Hildago, TX (Port)","1516 An Or Veg Fats & Oils, Hydrogen Etc, Not Fur Prep",77779,,,,,,
"Hildago, TX (Port)",1517 Margarine; Edible Mixtures Etc An Or Veg Fat & Oil,33911,,,,,,
"Hildago, TX (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",856580,,,,,,
"Hildago, TX (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",98285,,,,,,
"Hildago, TX (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",49491024,,,,,,
"Hildago, TX (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",295029,,,,,,
"Hildago, TX (Port)",1806 Chocolate & Other Food Products Containing Cocoa,3701176,,,,,,
"Hildago, TX (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,1296516,,,,,,
"Hildago, TX (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",354802,,,,,,
"Hildago, TX (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",135717,,,,,,
"Hildago, TX (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",113658303,,,,,,
"Hildago, TX (Port)","2001 Veg, Fruit, Nuts Etc, Prep Or Pres By Vinegar Etc",3684458,,,,,,
"Hildago, TX (Port)","2004 Vegetables Nesoi Prepared Or Preserv Nesoi, Frozen",387473,,,,,,
"Hildago, TX (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",3370667,,,,,,
"Hildago, TX (Port)","2006 Veg/fruit/nuts/fruit-peel Etc, Preserved By Sugar",384721,,,,,,
"Hildago, TX (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",2437623,,,,,,
"Hildago, TX (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",101761457,,,,,,
"Hildago, TX (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,130145735,,,,,,
"Hildago, TX (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",376704,,,,,,
"Hildago, TX (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,26449,,,,,,
"Hildago, TX (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",1458139,,,,,,
"Hildago, TX (Port)",2106 Food Preparations Nesoi,607683,,,,,,
"Hildago, TX (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",4898,,,,,,
"Hildago, TX (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",2966863,,,,,,
"Hildago, TX (Port)",2203 Beer Made From Malt,204159,,,,,,
"Hildago, TX (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,8429,,,,,,
"Hildago, TX (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",18289,,,,,,
"Hildago, TX (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",228876,,,,,,
"Hildago, TX (Port)",2309 Preparations Used In Animal Feeding,7200,,,,,,
"Hildago, TX (Port)","2402 Cigars, Cigarettes Etc., Of Tobacco Or Substitutes",295778,,,,,,
"Hildago, TX (Port)","4104 Bovine Or Equine Leather, No Hair Nesoi",631,,,,,,
"Hildago, TX (Port)","4106 Other Animal N Leather, No Hair Nesoi",37529,,,,,,
"Hildago, TX (Port)","4107 Leather Furt Prep Aft Tan/crust, No Hair On,nes",609173,,,,,,
"Hildago, TX (Port)","4113 Lthr Fthr Perp After Tanning,of Oth Aml, W/o Wl/hr",52734,,,,,,
"Hildago, TX (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",973,,,,,,
"Hildago, TX (Port)","5204 Cotton Sewing Thread, Retail Packed Or Not",500,,,,,,
"Hildago, TX (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",9653,,,,,,
"Hildago, TX (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",9833,,,,,,
"Hildago, TX (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,4089,,,,,,
"Laredo, TX (Port)","0102 Bovine Animals, Live",26433272,,,,,,
"Laredo, TX (Port)","0106 Animals, Live, Nesoi",52600,,,,,,
"Laredo, TX (Port)","0201 Meat Of Bovine Animals, Fresh Or Chilled",317857169,,,,,,
"Laredo, TX (Port)","0202 Meat Of Bovine Animals, Frozen",21263124,,,,,,
"Laredo, TX (Port)","0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen",596490,,,,,,
"Laredo, TX (Port)","0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.",6888042,,,,,,
"Laredo, TX (Port)","0207 Meat & Ed Offal Of Poultry, Fresh, Chill Or Frozen",129020,,,,,,
"Laredo, TX (Port)","0210 Meat & Ed Offal Salted, Dried Etc. & Flour & Meal",58414,,,,,,
"Laredo, TX (Port)","0303 Fish, Frozen (no Fish Fillets Or Other Fish Meat)",106040,,,,,,
"Laredo, TX (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",6868,,,,,,
"Laredo, TX (Port)",0307 Molluscs Live Fresh Etc; Smoked; Flours Etc Edible,50695,,,,,,
"Laredo, TX (Port)","0401 Milk And Cream, Not Concentrated Or Sweetened",3818043,,,,,,
"Laredo, TX (Port)","0402 Milk And Cream, Concentrated Or Sweetened",45267199,,,,,,
"Laredo, TX (Port)","0403 Buttermilk, Yogurt, Kephir Etc, Flavord Etc Or Not",259453,,,,,,
"Laredo, TX (Port)","0404 Whey & Milk Products, Sweetened Etc. Or Not, Nesoi",38430,,,,,,
"Laredo, TX (Port)",0405 Butter And Other Fats And Oils Derived From Milk,1459073,,,,,,
"Laredo, TX (Port)",0406 Cheese And Curd,12086541,,,,,,
"Laredo, TX (Port)","0409 Honey, Natural",15056500,,,,,,
"Laredo, TX (Port)","0410 Edible Products Of Animal Origin, Nesoi",384694,,,,,,
"Laredo, TX (Port)",0502 Hogs' Hair Etc; Badger Hair Etc; Waste Hair Etc.,13522,,,,,,
"Laredo, TX (Port)","0504 Animal (not Fish) Guts, Bladders, Stomachs & Parts",41128,,,,,,
"Laredo, TX (Port)","0510 Ambergris, Castoreum Etc; Glands Etc For Pharmacy",310363,,,,,,
"Laredo, TX (Port)","0511 Animal Products Nesoi; Dead Animals, Inedible Etc.",54261299,,,,,,
"Laredo, TX (Port)","0601 Bulbs, Tubers Etc; Chicory Plants & Roots Nesoi",5000,,,,,,
"Laredo, TX (Port)","0603 Cut Flowers & Buds For Bouquets Etc., Prepared",9916342,,,,,,
"Laredo, TX (Port)","0604 Foliage, Grasses Etc For Bouquets Etc, Prepared",5182441,,,,,,
"Laredo, TX (Port)","0702 Tomatoes, Fresh Or Chilled",180015451,,,,,,
"Laredo, TX (Port)","0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled",2457643,,,,,,
"Laredo, TX (Port)","0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled",71030765,,,,,,
"Laredo, TX (Port)","0705 Lettuce And Chicory, Fresh Or Chilled",103654336,,,,,,
"Laredo, TX (Port)","0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill",1386710,,,,,,
"Laredo, TX (Port)","0707 Cucumbers And Gherkins, Fresh Or Chilled",5559347,,,,,,
"Laredo, TX (Port)","0708 Leguminous Vegetables, Shelled Or Not, Fr Or Chill",1552660,,,,,,
"Laredo, TX (Port)","0709 Vegetables Nesoi, Fresh Or Chilled",40124798,,,,,,
"Laredo, TX (Port)","0710 Vegetables (raw Or Cooked By Steam Etc), Frozen",188281165,,,,,,
"Laredo, TX (Port)","0711 Vegetables, Temporarily Preserved, Not Now Edible",28606,,,,,,
"Laredo, TX (Port)","0712 Vegetables, Dried, Whole, Cut Etc., No Added Prep",3807336,,,,,,
"Laredo, TX (Port)","0713 Leguminous Vegetables, Dried Shelled",7007017,,,,,,
"Laredo, TX (Port)","0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry",60267,,,,,,
"Laredo, TX (Port)","0802 Nuts Nesoi, Fresh Or Dried",2318469,,,,,,
"Laredo, TX (Port)","0803 Bananas, Including Plantains, Fresh Or Dried",230341,,,,,,
"Laredo, TX (Port)","0804 Dates, Figs, Pineapples, Avocados Etc, Fr Or Dried",351752830,,,,,,
"Laredo, TX (Port)","0805 Citrus Fruit, Fresh Or Dried",95359,,,,,,
"Laredo, TX (Port)","0807 Melons And Papayas, Fresh",139711,,,,,,
"Laredo, TX (Port)","0810 Fruit Nesoi, Fresh",62627112,,,,,,
"Laredo, TX (Port)","0811 Fruit & Nuts (raw Or Cooked By Steam Etc), Frozen",75675411,,,,,,
"Laredo, TX (Port)",0813 Fruit Dried Nesoi; Mixtures Of Nuts Or Dried Fruit,2649596,,,,,,
"Laredo, TX (Port)","0814 Peel, Citrus Or Melon, Frsh/frzn/dried/provsl Pres",81424,,,,,,
"Laredo, TX (Port)",0901 Coffee; Coffee Husks Etc; Substitutes With Coffee,142955700,,,,,,
"Laredo, TX (Port)","0902 Tea, Whether Or Not Flavored",24880,,,,,,
"Laredo, TX (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",3853598,,,,,,
"Laredo, TX (Port)",0905 Vanilla,99911,,,,,,
"Laredo, TX (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",2316533,,,,,,
"Laredo, TX (Port)",1005 Corn (maize),235427,,,,,,
"Laredo, TX (Port)",1006 Rice,1479809,,,,,,
"Laredo, TX (Port)",1007 Grain Sorghum,101959,,,,,,
"Laredo, TX (Port)","1008 Buckwheat, Millet And Canary Seeds; Other Cereals",140805,,,,,,
"Laredo, TX (Port)",1101 Wheat Or Meslin Flour,463313,,,,,,
"Laredo, TX (Port)","1102 Cereal Flours, Except Of Wheat Or Of Meslin",15805811,,,,,,
"Laredo, TX (Port)","1103 Cereal Groats, Meal And Pellets",2365355,,,,,,
"Laredo, TX (Port)","1104 Cereal Grains, Worked Etc Nesoi; Cereal Germs, Wrk",110029,,,,,,
"Laredo, TX (Port)","1105 Flour, Meal Flakes, Granules & Pellets Of Potatoes",833303,,,,,,
"Laredo, TX (Port)","1106 Flour & Meal Of Dry, Legum Vegs, Sago, Fruit Etc.",4220,,,,,,
"Laredo, TX (Port)",1108 Starches; Inulin,3980774,,,,,,
"Laredo, TX (Port)","1204 Flaxseed (linseed), Whether Or Not Broken",37490,,,,,,
"Laredo, TX (Port)","1207 Oil Seeds & Oleaginous Fruits Nesoi, Broken Or Not",1172207,,,,,,
"Laredo, TX (Port)",1208 Flour & Meal Of Oil Seed & Olea Fruit (no Mustard),57853,,,,,,
"Laredo, TX (Port)","1209 Seeds, Fruit And Spores, For Sowing",572899,,,,,,
"Laredo, TX (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",8284755,,,,,,
"Laredo, TX (Port)","1212 Locust Beans, Seaweed, S Beet & Cane; Fr Pits Etc.",130122,,,,,,
"Laredo, TX (Port)",1213 Cereal Straw & Husks Unprep W/n Chop Etc Or Pellet,412366,,,,,,
"Laredo, TX (Port)","1214 Rutabagas, Hay, Clover & Other Forage Products",22524,,,,,,
"Laredo, TX (Port)","1301 Lac; Natural Gums, Resins, Gum-resins And Balsams",13489,,,,,,
"Laredo, TX (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,22668770,,,,,,
"Laredo, TX (Port)",1404 Vegetable Products Nesoi,7990944,,,,,,
"Laredo, TX (Port)",1505 Wool Grease & Fatty Substances Derived Therefrom,1115217,,,,,,
"Laredo, TX (Port)","1507 Soybean Oil & Its Fractions, Not Chemic Modified",4551181,,,,,,
"Laredo, TX (Port)","1511 Palm Oil & Its Fractions, Not Chemically Modified",546124,,,,,,
"Laredo, TX (Port)","1512 Sunfl-seed, Safflow Or Cottonsd Oil Etc, No Ch Mod",2240670,,,,,,
"Laredo, TX (Port)","1513 Coconut, Palm Kernel Or Babassu Oil Etc, No Ch Mod",275583,,,,,,
"Laredo, TX (Port)","1514 Rapeseed, Colza Or Mustard Oil Etc, Not Chem Modif",2584869,,,,,,
"Laredo, TX (Port)","1515 Fixed Veg Fats & Oils Nesoi Etc, Not Chem Modified",7760176,,,,,,
"Laredo, TX (Port)","1516 An Or Veg Fats & Oils, Hydrogen Etc, Not Fur Prep",307745,,,,,,
"Laredo, TX (Port)",1517 Margarine; Edible Mixtures Etc An Or Veg Fat & Oil,35692469,,,,,,
"Laredo, TX (Port)","1520 Glycerol (glycerine), Glycerol Waters And Lyes",7111,,,,,,
"Laredo, TX (Port)","1521 Veg Waxes Nesoi, Beeswax Etc And Spermaceti",2314947,,,,,,
"Laredo, TX (Port)","1601 Sausages, Similar Prdt Meat Etc Food Prep Of These",4072854,,,,,,
"Laredo, TX (Port)","1602 Prepared Or Preserv Meat, Meat Offal & Blood Nesoi",899697,,,,,,
"Laredo, TX (Port)","1603 Extracts Etc. Of Meat, Fish, Crustaceans, Etc.",1612756,,,,,,
"Laredo, TX (Port)",1604 Prep Or Pres Fish; Caviar & Caviar Substitutes,10391782,,,,,,
"Laredo, TX (Port)","1605 Crustaceans, Molluscs Etc. Prepared Or Preserved",111507,,,,,,
"Laredo, TX (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",259247474,,,,,,
"Laredo, TX (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",44896112,,,,,,
"Laredo, TX (Port)",1703 Molasses From The Extraction Or Refining Of Sugar,411600,,,,,,
"Laredo, TX (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",209730470,,,,,,
"Laredo, TX (Port)","1801 Cocoa Beans, Whole Or Broken, Raw Or Roasted",2100,,,,,,
"Laredo, TX (Port)","1803 Cocoa Paste, Defatted Or Not",1134726,,,,,,
"Laredo, TX (Port)","1805 Cocoa Powder, Not Sweetened",6199,,,,,,
"Laredo, TX (Port)",1806 Chocolate & Other Food Products Containing Cocoa,354115972,,,,,,
"Laredo, TX (Port)",1901 Malt Ext; Food Prep Of Flour Etc Un 40% Cocoa Etc,29986111,,,,,,
"Laredo, TX (Port)","1902 Pasta, Prepared Or Not; Couscous, Prepared Or Not",32972954,,,,,,
"Laredo, TX (Port)","1904 Foods Prep By Swell Cereal; Cereal Nesoi, Grain Fm",61727648,,,,,,
"Laredo, TX (Port)","1905 Bread, Pastry, Cakes Etc; Comm Wafrs, Emp Caps Etc",367081362,,,,,,
"Laredo, TX (Port)","2001 Veg, Fruit, Nuts Etc, Prep Or Pres By Vinegar Etc",79710632,,,,,,
"Laredo, TX (Port)",2002 Tomatoes Prepared Or Preserved Nesoi,884776,,,,,,
"Laredo, TX (Port)",2003 Mushrooms And Truffles Prepared Or Preserved Nesoi,349617,,,,,,
"Laredo, TX (Port)","2004 Vegetables Nesoi Prepared Or Preserv Nesoi, Frozen",40683126,,,,,,
"Laredo, TX (Port)","2005 Vegetables Nesoi Prepared Etc Nesoi, Not Frozen",27690762,,,,,,
"Laredo, TX (Port)","2006 Veg/fruit/nuts/fruit-peel Etc, Preserved By Sugar",1377322,,,,,,
"Laredo, TX (Port)","2007 Jams, Fruit Jellies, Marmalades Etc, Cooked",4848550,,,,,,
"Laredo, TX (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",108307054,,,,,,
"Laredo, TX (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,7354361,,,,,,
"Laredo, TX (Port)","2101 Extracts Etc Of Coffee, Tea Or Mate; Roast Chicory",114533798,,,,,,
"Laredo, TX (Port)",2102 Yeasts; Dead Sing-cell Micro-org Nesoi; Bak Powder,63808451,,,,,,
"Laredo, TX (Port)","2103 Sauces & Prep; Mixed Condiments, Mustard Flour Etc",87803048,,,,,,
"Laredo, TX (Port)","2104 Soups, Broths & Preps; Homogenized Comp Food Preps",19566018,,,,,,
"Laredo, TX (Port)",2106 Food Preparations Nesoi,121208555,,,,,,
"Laredo, TX (Port)","2201 Waters, Natural Etc, Not Sweetened Etc; Ice & Snow",13527295,,,,,,
"Laredo, TX (Port)","2202 Waters, Sweetened Etc & Oth Nonalc Beverages Nesoi",171313679,,,,,,
"Laredo, TX (Port)",2203 Beer Made From Malt,240428404,,,,,,
"Laredo, TX (Port)",2204 Wine Of Fresh Grapes; Grape Must Nesoi,555610,,,,,,
"Laredo, TX (Port)",2205 Vermouth & Oth Wine Of Fresh Grapes Spec Flavored,4006,,,,,,
"Laredo, TX (Port)","2206 Fermented Beverages Nesoi (cider, Perry, Mead Etc)",265534,,,,,,
"Laredo, TX (Port)","2208 Ethyl Alcohol, Undenat, Und80% Alc; Spirit Beverag",353525290,,,,,,
"Laredo, TX (Port)","2306 Oilcake Etc Nesoi, From Veg Fats & Oils Nesoi",38778,,,,,,
"Laredo, TX (Port)",2309 Preparations Used In Animal Feeding,7925111,,,,,,
"Laredo, TX (Port)","2402 Cigars, Cigarettes Etc., Of Tobacco Or Substitutes",2671707,,,,,,
"Laredo, TX (Port)",2403 Tobacco & Tobacco Subst Mfrs Nesoi; Tob Proces Etc,40356,,,,,,
"Laredo, TX (Port)",4101 Raw Hides & Skins Of Bovine Or Equine Animals,2710935,,,,,,
"Laredo, TX (Port)",4102 Raw Skins Of Sheep Or Lambs Nesoi,88016,,,,,,
"Laredo, TX (Port)",4103 Raw Hides And Skins Nesoi (fr Or Pres Not Tan Etc),302886,,,,,,
"Laredo, TX (Port)","4104 Bovine Or Equine Leather, No Hair Nesoi",9970439,,,1458,53,,
"Laredo, TX (Port)","4105 Sheep Or Lamb Skin Leather, No Wool Nesoi",27981,,,,,,
"Laredo, TX (Port)","4106 Other Animal N Leather, No Hair Nesoi",294556,,,,,,
"Laredo, TX (Port)","4107 Leather Furt Prep Aft Tan/crust, No Hair On,nes",53860981,,,,,,
"Laredo, TX (Port)","4112 Sheep/lamb Ltr,ft Prp Tan/crus, W/o Wool,nt Hd4114",8908,,,,,,
"Laredo, TX (Port)","4113 Lthr Fthr Perp After Tanning,of Oth Aml, W/o Wl/hr",1508712,,,,,,
"Laredo, TX (Port)",4114 Chamois/patent/patent Laminated/metallized Leather,1382356,,,,,,
"Laredo, TX (Port)","4115 Comps. Lthr,fbr Slb/sht/srp;lthr Wst/dust/pwd/flou",641434,,,,,,
"Laredo, TX (Port)","5101 Wool, Not Carded Or Combed",52885,,,,,,
"Laredo, TX (Port)","5105 Wool & Fine Or Coarse Animal Hair, Carded & Combed",12638,,,,,,
"Laredo, TX (Port)","5106 Yarn Of Carded Wool, Not Put Up For Retail Sale",62184,,,,,,
"Laredo, TX (Port)","5107 Yarn Of Combed Wool, Not Put Up For Retail Sale",7907205,,,,,,
"Laredo, TX (Port)","5108 Yarn Of Fine Animal Hair, Not For Retail Sale",2764,,,,,,
"Laredo, TX (Port)","5109 Yarn Of Wool Or Fine Animal Hair, For Retail Sale",1191,,,,,,
"Laredo, TX (Port)",5111 Woven Fabrics Of Carded Wool Or Fine Animal Hair,8506932,,,,,,
"Laredo, TX (Port)",5112 Woven Fabrics Of Combed Wool Or Fine Animal Hair,7801243,,,,,,
"Laredo, TX (Port)",5202 Cotton Waste (including Yarn Waste Etc.),4172824,,,,,,
"Laredo, TX (Port)","5203 Cotton, Carded Or Combed",274006,,,,,,
"Laredo, TX (Port)","5204 Cotton Sewing Thread, Retail Packed Or Not",283835,,,,,,
"Laredo, TX (Port)",5205 Cotton Yarn (not Sewing Thread) Nu85%cot No Retail,10327371,,,,,,
"Laredo, TX (Port)",5206 Cotton Yarn (not Sewing Thread) Un85%cot No Retail,1956953,,,,,,
"Laredo, TX (Port)",5207 Cotton Yarn (not Sewing Thread) Retail Packed,1183469,,,,,,
"Laredo, TX (Port)","5208 Woven Cotton Fabrics, Nu 85% Cot, Wt Nov 200 G/m2",2511711,,,,,,
"Laredo, TX (Port)","5209 Woven Cotton Fabrics, Nu 85% Cot, Wt Ov 200 G/m2",16882446,,,,,,
"Laredo, TX (Port)","5210 Woven Cotton Fabrics, Un85%cot, mmfmix, Nov200g/m2",33462,,,,,,
"Laredo, TX (Port)","5211 Woven Cotton Fabrics, Un85%cot, mmfmix, Ov200g/m2",719958,,,,,,
"Laredo, TX (Port)",5212 Woven Cotton Fabrics Nesoi,1946,,,,,,
"Laredo, TX (Port)","5301 Flax, Raw Etc But Not Spun; Flax Tow And Waste",24659,,,,,,
"Laredo, TX (Port)","5305 Coconut, Abaca, Ramie Etc Nesoi, Raw Etc; Tow Etc",57900,,,,,,
"Laredo, TX (Port)",5306 Flax Yarn,3272,,,,,,
"Laredo, TX (Port)",5307 Yarn Of Jute & Other Textile Bast Fibers Nesoi,642,,,,,,
"Laredo, TX (Port)",5308 Yarn Of Vegetable Textile Fibers Nesoi; Paper Yarn,2656,,,,,,
"Laredo, TX (Port)",5309 Woven Fabrics Of Flax,101758,,,,,,
"Laredo, TX (Port)",5310 Woven Fabrics Of Jute Or Oth Text Bast Fiber Nesoi,5116,,,,,,
"Laredo, TX (Port)",5311 Wov Fab Of Ot Veg Textile Fib Wov Fab Of ppr Yarn,5264,,,,,,
"Progreso, TX (Port)","0702 Tomatoes, Fresh Or Chilled",9691732,,,,,,
"Progreso, TX (Port)","0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled",3971821,,,,,,
"Progreso, TX (Port)","0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled",10863624,,,,,,
"Progreso, TX (Port)","0705 Lettuce And Chicory, Fresh Or Chilled",42900,,,,,,
"Progreso, TX (Port)","0706 Carrots, Turnips & Other Edible Roots, Fr Or Chill",1837686,,,,,,
"Progreso, TX (Port)","0707 Cucumbers And Gherkins, Fresh Or Chilled",11232229,,,,,,
"Progreso, TX (Port)","0708 Leguminous Vegetables, Shelled Or Not, Fr Or Chill",264476,,,,,,
"Progreso, TX (Port)","0709 Vegetables Nesoi, Fresh Or Chilled",9593352,,,,,,
"Progreso, TX (Port)","0713 Leguminous Vegetables, Dried Shelled",18464,,,,,,
"Progreso, TX (Port)","0714 Cassava, Arrowroot Etc, Fresh Or Dry; Sago Pith",114050,,,,,,
"Progreso, TX (Port)","0801 Coconuts, Brazil Nuts & Cashew Nuts, Fresh Or Dry",188975,,,,,,
"Progreso, TX (Port)","0803 Bananas, Including Plantains, Fresh Or Dried",249968,,,,,,
"Progreso, TX (Port)","0804 Dates, Figs, Pineapples, Avocados Etc, Fr Or Dried",46261973,,,,,,
"Progreso, TX (Port)","0805 Citrus Fruit, Fresh Or Dried",17740108,,,,,,
"Progreso, TX (Port)","0807 Melons And Papayas, Fresh",6750553,,,,,,
"Progreso, TX (Port)","0810 Fruit Nesoi, Fresh",3317330,,,,,,
"Progreso, TX (Port)","0811 Fruit & Nuts (raw Or Cooked By Steam Etc), Frozen",218839,,,,,,
"Progreso, TX (Port)","0904 Pepper, Genus Piper; Genus Capsicum Or Pimenta",98325,,,,,,
"Progreso, TX (Port)","0910 Ginger, Saffron, Tumeric, Thyme, Bay Leaves Etc.",2709,,,,,,
"Progreso, TX (Port)","1104 Cereal Grains, Worked Etc Nesoi; Cereal Germs, Wrk",3472,,,,,,
"Progreso, TX (Port)","1211 Plants Etc For Pharmacy, Perfume, Insecticides Etc",508897,,,,,,
"Progreso, TX (Port)",1302 Veg Saps & Extracts; Pectates Etc; Agar-agar Etc.,2791318,,,,,,
"Progreso, TX (Port)",1404 Vegetable Products Nesoi,58821,,,,,,
"Progreso, TX (Port)","1701 Cane Or Beet Sugar & Chem Pure Sucrose, Solid Form",121659,,,,,,
"Progreso, TX (Port)","1702 Sugars Nesoi, Incl Chem Pure Lactose Etc; Caramel",45360,,,,,,
"Progreso, TX (Port)","1704 Sugar Confection (incl White Chocolate), No Cocoa",19625,,,,,,
"Progreso, TX (Port)","2008 Fruit, Nuts Etc Prepared Or Preserved Nesoi",142261,,,,,,
"Progreso, TX (Port)",2009 Fruit Juice Nt Frtfd W Vit/mnl Veg Juice No Spirit,571650,,,,,,
"Progreso, TX (Port)",2106 Food Preparations Nesoi,2252,,,,,,
"Progreso, TX (Port)","2302 Bran, Sharps Etc From Working Cereals & Leg Plants",7686,,,,,,
"Rio Grande City, TX (Port)","0304 Fish Fillets & Oth Fish Meat, Fresh, Chill Or Froz",4860,,,,,,
"Rio Grande City, TX (Port)","0305 Fish, Dried, Salted Etc, Smoked Etc; Ed Fish Meal",2380,,,,,,
"Rio Grande City, TX (Port)",0306 Crustaceans Live Frsh Etc Smoked/cooked Flours Etc,23338,,,,,,
"Rio Grande City, TX (Port)","0603 Cut Flowers & Buds For Bouquets Etc., Prepared",4450,,,,,,
"Rio Grande City, TX (Port)","0702 Tomatoes, Fresh Or Chilled",11396602,,,,,,
"Rio Grande City, TX (Port)","0703 Onions, Shallots, Garlic, Leeks Etc, Fr Or Chilled",7367885,,,,,,
"Rio Grande City, TX (Port)","0704 Cabbages, Cauliflower, Kale Etc, Fresh Or Chilled",2397873,,,,,,
